Student_ID,Study_Hours_Per_Week,Attendance_Rate,Assignment_Score,Quizzes_Score,Final_Score,Pass_Fail
STU_0262,4.2,43.4,45.6,50.7,52.6,Fail
STU_0536,2.8,59.5,57.1,56.1,43.0,Fail
STU_0969,7.4,56.5,60.2,56.6,59.7,Fail
STU_0241,8.6,85.7,70.7,71.6,66.3,Pass
STU_0820,12.2,75.8,77.9,41.6,59.0,Fail
STU_0693,6.6,91.7,67.4,60.3,75.0,Pass
STU_0421,4.1,54.4,72.6,52.0,49.5,Fail
STU_1086,4.3,48.1,56.8,78.7,49.2,Fail
STU_1999,8.4,63.2,48.9,72.4,54.7,Fail
STU_0366,7.3,75.0,76.4,39.9,45.3,Fail
STU_1023,9.4,74.3,78.3,59.7,65.3,Pass
STU_1241,8.0,81.1,64.0,76.0,64.3,Pass
STU_0589,10.8,77.0,68.7,99.3,60.7,Pass
STU_0737,8.4,61.9,57.0,66.2,65.2,Pass
STU_1762,8.5,71.8,87.4,60.5,64.5,Pass
STU_0942,16.3,84.2,70.0,71.6,71.4,Pass
STU_0072,9.6,100.0,62.2,56.2,66.9,Pass
STU_1408,11.0,76.9,66.9,72.5,65.8,Pass
STU_0260,7.6,63.4,48.2,65.2,54.9,Fail
STU_0052,5.8,70.0,64.4,29.2,58.6,Fail
STU_0199,5.5,67.7,58.5,63.3,57.0,Fail
STU_1789,13.3,100.0,85.9,39.7,70.1,Pass
STU_0651,18.8,100.0,77.5,100.0,74.7,Pass
STU_0333,19.3,100.0,100.0,100.0,78.8,Pass
STU_1360,15.2,72.0,91.6,79.8,71.8,Pass
STU_0594,8.6,65.4,60.7,71.1,64.4,Pass
STU_1392,4.8,35.4,24.7,52.4,45.4,Fail
STU_1801,6.1,49.3,65.0,78.6,64.8,Pass
STU_1315,11.9,67.5,77.9,53.4,63.8,Pass
STU_1112,4.8,56.3,44.7,37.7,39.5,Fail
STU_1007,6.1,65.1,33.1,60.2,63.1,Pass
STU_1327,3.9,44.6,69.8,53.5,47.8,Fail
STU_0427,3.2,57.1,61.6,49.9,56.9,Fail
STU_1559,3.4,57.1,63.6,52.5,51.5,Fail
STU_1294,2.7,73.1,55.1,51.1,41.7,Fail
STU_0591,19.8,100.0,100.0,100.0,82.7,Pass
STU_1958,10.6,56.4,74.5,65.3,74.1,Pass
STU_1977,3.7,59.6,61.0,66.2,57.8,Fail
STU_1133,4.8,74.1,68.3,55.5,53.1,Fail
STU_0986,7.5,61.7,55.7,85.5,56.5,Fail
STU_0399,15.1,94.5,69.4,83.0,71.8,Pass
STU_1512,10.0,75.9,48.4,60.2,61.9,Pass
STU_0437,8.6,63.4,60.2,9.0,64.4,Pass
STU_0193,12.5,79.5,56.0,66.4,63.7,Pass
STU_1436,4.4,41.7,54.6,72.4,66.7,Pass
STU_0615,3.2,46.1,87.0,45.6,50.6,Fail
STU_1494,5.0,64.3,77.4,89.2,69.0,Pass
STU_0577,17.0,87.3,100.0,49.2,67.7,Pass
STU_0987,7.2,59.0,64.2,60.3,56.8,Fail
STU_1433,8.0,69.3,95.6,68.7,68.5,Pass
STU_0707,5.5,78.2,43.7,78.5,64.4,Pass
STU_1259,11.9,53.5,70.7,63.0,76.4,Pass
STU_0142,1.6,26.2,46.1,53.6,46.0,Fail
STU_1358,9.8,86.9,86.9,67.5,79.1,Pass
STU_0003,6.9,80.1,56.1,49.7,67.6,Pass
STU_1222,7.1,62.7,42.6,77.0,62.1,Pass
STU_1870,5.4,60.2,70.2,61.3,62.7,Pass
STU_1623,6.1,66.6,96.5,36.1,70.2,Pass
STU_0340,6.0,70.4,63.8,64.9,60.4,Pass
STU_1770,12.4,70.2,69.5,85.5,67.9,Pass
STU_1537,9.2,81.4,89.0,79.5,76.2,Pass
STU_0484,8.8,63.7,42.8,78.0,58.0,Fail
STU_0266,4.7,48.5,41.1,67.6,51.0,Fail
STU_0377,6.8,59.6,81.6,52.2,65.1,Pass
STU_0742,4.8,57.3,59.0,56.9,60.5,Pass
STU_1014,4.9,73.4,60.6,47.4,54.0,Fail
STU_0440,7.8,66.5,41.5,65.8,67.4,Pass
STU_0272,9.1,70.4,57.5,76.9,73.8,Pass
STU_0185,12.7,72.3,84.1,67.5,63.8,Pass
STU_0940,8.9,81.3,67.5,71.9,66.6,Pass
STU_0245,18.3,100.0,71.3,95.9,76.4,Pass
STU_0932,8.1,59.5,68.6,84.6,72.9,Pass
STU_0446,7.6,35.0,45.6,74.8,51.3,Fail
STU_0597,5.9,58.9,58.5,61.8,56.2,Fail
STU_0818,9.5,83.8,89.7,26.7,71.6,Pass
STU_1273,2.1,49.5,38.8,59.4,52.7,Fail
STU_1677,1.8,68.8,51.4,39.2,55.9,Fail
STU_0487,5.7,58.8,84.6,23.3,57.6,Fail
STU_0681,8.5,57.9,78.5,51.2,57.0,Fail
STU_0416,8.9,77.8,59.4,80.5,65.5,Pass
STU_0274,7.0,57.9,79.6,65.1,59.4,Fail
STU_1472,17.0,87.5,94.1,100.0,83.0,Pass
STU_1830,8.7,48.0,49.1,70.7,50.8,Fail
STU_1455,1.3,51.1,56.9,60.3,53.0,Fail
STU_0251,14.4,74.3,58.6,70.5,69.5,Pass
STU_0414,9.6,73.6,58.9,59.2,54.1,Fail
STU_1386,25.0,87.5,100.0,100.0,84.1,Pass
STU_1308,11.7,79.2,64.9,100.0,74.9,Pass
STU_0716,10.2,84.0,87.9,72.9,66.9,Pass
STU_0311,2.3,60.9,53.9,31.7,50.4,Fail
STU_0927,14.2,83.3,80.2,68.5,71.2,Pass
STU_0382,7.8,85.1,58.0,87.4,51.5,Fail
STU_1566,4.5,55.0,66.3,68.7,49.3,Fail
STU_0426,1.9,57.2,68.5,53.8,52.2,Fail
STU_1875,2.3,68.7,36.7,54.9,50.1,Fail
STU_0533,10.0,67.7,66.4,88.6,81.9,Pass
STU_0753,8.3,82.1,53.4,68.9,60.0,Pass
STU_0766,3.0,37.4,62.0,67.9,45.1,Fail
STU_1357,11.0,98.5,47.7,55.6,66.8,Pass
STU_0409,19.5,73.9,100.0,89.0,65.3,Pass
STU_1615,10.8,78.7,83.4,61.7,62.3,Pass
STU_0695,4.6,75.3,73.3,75.4,69.4,Pass
STU_1739,10.1,68.9,86.1,54.0,56.7,Fail
STU_0549,9.8,73.8,85.1,52.2,59.8,Fail
STU_0937,25.0,100.0,100.0,63.1,78.1,Pass
STU_1390,11.9,81.1,88.6,71.7,63.1,Pass
STU_1608,1.3,48.1,54.0,25.2,41.8,Fail
STU_1940,16.9,92.4,78.2,89.4,52.6,Fail
STU_1482,6.3,69.3,30.6,75.8,57.3,Fail
STU_0183,7.0,79.6,93.0,81.2,40.7,Fail
STU_1941,6.4,63.7,38.7,65.3,66.8,Pass
STU_1161,1.0,42.1,40.5,16.4,30.2,Fail
STU_0171,11.2,81.4,64.7,46.3,66.4,Pass
STU_0293,13.4,87.2,41.2,51.9,65.9,Pass
STU_0562,1.0,55.5,54.0,43.1,39.0,Fail
STU_1457,9.1,82.6,80.7,63.1,62.0,Pass
STU_1877,3.0,34.0,82.2,63.3,69.2,Pass
STU_1652,12.4,91.2,61.1,52.8,69.6,Pass
STU_0850,25.0,100.0,95.8,98.0,79.7,Pass
STU_0273,7.5,63.2,81.6,100.0,70.3,Pass
STU_1550,7.1,76.4,55.0,83.7,53.8,Fail
STU_1035,7.5,58.2,67.8,58.2,59.1,Fail
STU_1744,6.4,62.9,71.8,56.5,58.5,Fail
STU_0372,6.8,69.2,93.4,56.7,70.4,Pass
STU_1670,8.5,62.3,74.3,45.4,62.6,Pass
STU_0722,15.7,83.7,81.3,73.8,83.5,Pass
STU_0734,10.8,75.6,70.6,46.4,71.0,Pass
STU_0778,6.0,90.2,91.2,71.2,64.3,Pass
STU_0519,6.2,62.0,95.6,61.1,64.9,Pass
STU_0335,1.3,49.1,59.4,30.3,36.8,Fail
STU_0846,2.1,48.5,31.0,67.3,47.6,Fail
STU_1252,1.9,46.9,46.6,64.1,45.8,Fail
STU_1053,16.2,100.0,67.8,100.0,71.5,Pass
STU_1924,3.3,67.0,92.0,39.6,56.0,Fail
STU_0016,8.6,71.4,80.7,51.1,62.4,Pass
STU_0708,4.0,41.6,63.6,74.5,57.1,Fail
STU_0901,8.9,82.8,74.5,78.6,62.7,Pass
STU_1980,25.0,100.0,81.6,100.0,76.1,Pass
STU_1573,7.4,71.9,68.3,55.0,68.2,Pass
STU_0904,10.3,64.3,54.7,50.7,61.7,Pass
STU_0466,9.4,75.8,81.1,59.4,58.0,Fail
STU_1978,7.8,77.8,39.9,67.9,58.3,Fail
STU_0200,9.3,62.5,95.2,54.9,77.8,Pass
STU_1207,8.1,68.5,61.9,44.5,74.5,Pass
STU_1056,6.2,82.0,53.3,67.4,64.8,Pass
STU_1132,2.4,57.4,65.9,41.1,48.2,Fail
STU_1380,10.5,89.8,71.3,76.9,61.1,Pass
STU_0999,16.3,100.0,100.0,100.0,89.7,Pass
STU_0728,6.6,78.5,74.4,78.1,72.4,Pass
STU_1772,4.9,58.8,86.7,64.9,65.2,Pass
STU_1910,10.2,67.8,100.0,81.6,71.1,Pass
STU_1822,21.8,100.0,100.0,100.0,91.5,Pass
STU_0568,3.6,56.3,61.6,50.1,54.7,Fail
STU_0044,5.2,55.5,70.7,44.2,54.2,Fail
STU_0275,5.7,64.1,54.8,35.7,60.7,Pass
STU_1097,10.0,62.5,67.6,83.2,53.0,Fail
STU_0102,10.2,73.7,66.9,65.6,71.8,Pass
STU_1232,9.0,69.1,58.3,71.6,76.4,Pass
STU_1722,8.7,60.0,50.1,83.8,49.9,Fail
STU_1833,2.5,56.7,46.6,60.9,47.6,Fail
STU_0108,17.4,89.8,92.7,100.0,69.6,Pass
STU_1618,19.8,100.0,92.9,56.0,71.4,Pass
STU_0498,9.5,71.0,62.7,72.0,71.2,Pass
STU_1981,1.9,58.1,69.9,93.7,55.1,Fail
STU_0882,7.0,72.3,53.6,54.0,67.6,Pass
STU_0757,7.0,59.7,62.0,26.8,55.7,Fail
STU_0620,3.2,23.8,51.3,24.6,38.3,Fail
STU_1107,7.1,65.4,70.3,62.8,62.0,Pass
STU_1936,3.8,52.2,61.5,96.1,50.5,Fail
STU_0810,4.6,49.8,36.4,60.8,58.2,Fail
STU_1038,9.5,88.9,39.7,73.7,65.0,Pass
STU_0073,15.0,83.2,78.7,100.0,69.9,Pass
STU_1284,5.1,79.1,71.1,63.6,63.6,Pass
STU_1272,3.8,57.8,69.0,25.0,44.5,Fail
STU_1335,14.8,94.1,87.3,58.9,79.7,Pass
STU_1459,11.4,53.7,68.8,91.6,76.7,Pass
STU_0482,3.7,71.8,49.9,52.6,59.1,Fail
STU_1069,7.6,65.2,44.4,57.8,70.7,Pass
STU_0507,5.7,79.0,63.1,63.7,63.5,Pass
STU_1238,4.2,63.3,48.0,34.3,53.0,Fail
STU_1862,12.0,63.1,67.2,83.9,54.2,Fail
STU_1990,14.5,88.6,78.9,90.9,78.1,Pass
STU_1477,14.5,95.1,83.9,86.4,81.7,Pass
STU_1867,18.6,100.0,72.6,98.9,86.3,Pass
STU_1456,5.4,53.7,34.9,26.7,51.7,Fail
STU_0312,5.2,67.6,75.9,52.2,68.3,Pass
STU_0963,8.9,89.0,69.1,45.1,64.1,Pass
STU_0406,2.5,65.4,62.2,73.0,43.5,Fail
STU_1331,5.7,80.3,88.5,32.2,53.8,Fail
STU_1650,0.5,65.6,54.9,23.5,47.1,Fail
STU_0310,11.6,87.4,90.1,70.6,71.4,Pass
STU_0227,21.2,87.7,54.7,89.4,75.2,Pass
STU_1858,18.6,93.8,100.0,52.8,84.3,Pass
STU_0711,9.2,61.2,60.5,62.8,63.4,Pass
STU_1944,11.7,70.3,80.9,93.2,47.9,Fail
STU_1384,8.2,69.5,64.4,92.3,67.1,Pass
STU_1786,10.3,74.9,41.1,75.3,62.0,Pass
STU_0149,5.2,57.5,66.7,100.0,61.1,Pass
STU_1555,6.8,79.4,64.7,69.2,56.3,Fail
STU_1957,10.3,71.4,85.2,94.4,47.5,Fail
STU_0926,5.2,51.9,52.6,67.7,51.4,Fail
STU_0943,7.4,70.6,72.7,48.8,69.4,Pass
STU_0837,15.4,77.7,71.1,88.5,65.0,Pass
STU_0576,11.1,55.8,45.4,68.0,52.0,Fail
STU_0558,5.1,31.2,50.6,55.9,58.4,Fail
STU_1236,20.5,100.0,100.0,76.1,84.1,Pass
STU_1361,2.6,51.9,46.9,61.1,79.9,Pass
STU_1348,8.3,77.4,73.8,65.9,54.6,Fail
STU_1162,7.4,69.6,61.0,58.8,58.3,Fail
STU_1443,3.7,44.4,32.9,55.7,47.3,Fail
STU_0287,19.4,89.7,100.0,100.0,79.5,Pass
STU_1605,5.5,70.3,59.2,72.8,56.4,Fail
STU_1058,12.5,100.0,100.0,40.2,80.7,Pass
STU_0599,9.2,100.0,77.7,80.8,66.8,Pass
STU_0933,17.1,86.9,78.6,76.9,71.4,Pass
STU_1462,13.2,80.9,58.7,90.7,78.3,Pass
STU_1638,13.7,71.2,58.4,77.3,47.3,Fail
STU_1588,9.5,95.5,76.9,64.0,76.7,Pass
STU_1041,7.4,81.6,56.7,77.5,69.5,Pass
STU_1231,10.5,83.7,71.4,79.5,64.2,Pass
STU_0807,18.1,100.0,74.0,69.0,75.8,Pass
STU_0905,13.3,76.2,89.7,72.0,60.9,Pass
STU_1680,21.3,96.6,93.9,53.8,83.9,Pass
STU_1205,7.5,67.4,77.0,65.5,70.0,Pass
STU_0768,11.0,86.0,69.1,89.0,85.1,Pass
STU_0610,15.2,69.3,70.7,100.0,76.2,Pass
STU_1993,3.3,80.9,75.8,86.0,61.2,Pass
STU_1565,7.8,75.8,52.3,83.8,53.6,Fail
STU_1423,5.0,81.7,65.6,68.5,72.4,Pass
STU_1011,8.4,76.1,40.1,47.5,64.1,Pass
STU_0494,18.2,87.2,90.7,100.0,71.1,Pass
STU_1321,14.4,89.2,66.4,87.5,71.9,Pass
STU_0278,16.7,83.1,73.6,61.8,66.1,Pass
STU_1847,8.0,78.3,59.4,94.2,52.1,Fail
STU_0359,10.5,82.8,62.4,90.9,59.0,Fail
STU_1111,6.2,67.1,44.4,60.6,54.5,Fail
STU_0237,8.0,62.0,54.8,81.8,55.8,Fail
STU_0552,16.4,91.1,97.6,86.8,74.5,Pass
STU_1868,5.7,81.1,46.7,50.1,62.5,Pass
STU_1813,11.3,64.1,60.6,82.6,59.7,Fail
STU_0209,7.2,66.1,100.0,39.7,55.5,Fail
STU_1387,9.6,56.3,85.9,80.8,64.8,Pass
STU_1561,4.8,70.9,79.8,51.4,77.3,Pass
STU_0059,9.5,77.0,59.6,34.8,69.0,Pass
STU_0632,7.6,47.4,81.4,38.1,61.0,Pass
STU_1962,0.9,68.3,77.1,17.7,46.4,Fail
STU_1860,3.0,78.7,50.0,49.0,55.2,Fail
STU_1817,4.4,50.8,44.0,68.9,51.3,Fail
STU_0364,8.3,60.7,64.4,82.3,53.3,Fail
STU_0506,25.0,100.0,86.9,85.7,74.1,Pass
STU_1166,9.0,67.6,71.8,59.9,58.5,Fail
STU_1122,9.8,74.2,64.5,52.9,64.0,Pass
STU_1630,16.2,84.4,100.0,84.2,80.0,Pass
STU_1217,13.9,81.5,64.3,82.8,70.5,Pass
STU_1152,8.8,80.4,52.5,41.1,58.0,Fail
STU_1125,4.9,67.1,80.4,39.3,50.8,Fail
STU_1595,9.1,70.4,77.9,63.3,67.5,Pass
STU_0119,9.1,66.4,80.9,95.0,71.8,Pass
STU_1250,5.2,53.9,30.9,35.0,44.4,Fail
STU_1994,9.5,86.0,80.0,44.2,65.2,Pass
STU_0523,24.0,100.0,100.0,75.6,79.2,Pass
STU_0514,16.9,82.8,86.2,68.0,70.1,Pass
STU_0082,18.2,99.7,100.0,83.6,50.6,Fail
STU_0916,13.2,87.8,56.3,70.5,65.0,Pass
STU_1019,14.5,82.1,66.3,51.0,71.3,Pass
STU_0381,7.3,92.5,72.1,59.8,68.2,Pass
STU_1030,5.0,28.4,88.7,68.9,55.9,Fail
STU_1689,15.4,70.9,62.6,69.0,75.5,Pass
STU_0085,12.7,68.0,63.4,78.2,55.7,Fail
STU_1678,4.5,51.4,45.9,70.0,64.8,Pass
STU_0330,1.6,60.6,23.9,46.4,45.5,Fail
STU_0007,5.9,79.9,79.5,89.5,66.5,Pass
STU_0746,12.7,84.2,71.2,87.0,72.7,Pass
STU_1554,2.6,62.8,60.0,53.2,64.2,Pass
STU_0915,2.5,37.3,56.7,87.4,51.0,Fail
STU_0874,5.7,86.4,44.1,24.9,61.2,Pass
STU_0452,10.3,67.5,80.9,100.0,74.1,Pass
STU_0491,5.5,59.1,38.8,66.8,63.5,Pass
STU_1481,5.2,62.8,82.9,87.2,65.6,Pass
STU_0288,13.1,97.2,63.5,70.0,64.8,Pass
STU_0949,4.3,63.3,42.9,70.5,63.3,Pass
STU_1986,4.8,57.6,79.6,9.7,50.5,Fail
STU_1369,20.0,97.6,92.1,65.8,64.0,Pass
STU_1147,5.1,66.1,68.2,32.3,50.0,Fail
STU_0706,18.9,94.8,94.8,100.0,84.9,Pass
STU_1727,7.5,61.0,46.0,61.3,59.8,Fail
STU_1702,9.1,83.8,68.8,84.8,79.2,Pass
STU_1629,8.5,74.7,57.6,88.4,72.0,Pass
STU_1600,10.2,78.0,100.0,76.7,78.2,Pass
STU_1539,20.0,96.8,91.0,97.0,78.6,Pass
STU_1406,15.8,96.2,98.9,47.6,63.3,Pass
STU_1651,15.5,90.9,67.5,64.0,74.7,Pass
STU_0328,13.1,81.6,62.4,74.4,70.9,Pass
STU_0443,5.5,74.2,36.6,54.8,62.4,Pass
STU_0775,11.2,81.3,64.6,47.7,68.7,Pass
STU_1088,21.9,93.3,100.0,100.0,79.7,Pass
STU_1221,8.9,89.5,63.9,77.9,62.9,Pass
STU_1636,6.0,53.8,100.0,32.9,50.2,Fail
STU_0178,4.6,61.7,52.7,58.7,56.7,Fail
STU_1323,15.5,82.6,48.7,62.4,35.5,Fail
STU_0705,11.1,60.0,76.6,83.4,39.3,Fail
STU_0087,2.4,55.3,32.9,40.2,41.4,Fail
STU_1884,6.7,71.3,58.2,92.0,54.1,Fail
STU_1948,21.7,100.0,78.0,81.2,88.4,Pass
STU_0458,13.5,78.9,69.9,89.0,48.0,Fail
STU_1829,15.2,83.4,91.6,100.0,67.1,Pass
STU_0055,8.5,59.3,21.7,56.9,62.5,Pass
STU_1502,9.8,65.8,80.4,57.1,80.1,Pass
STU_0644,7.7,85.6,61.3,33.6,58.2,Fail
STU_0678,2.5,62.2,55.9,52.7,54.3,Fail
STU_0222,24.2,100.0,95.2,58.7,81.3,Pass
STU_0114,12.0,97.5,73.0,54.7,75.1,Pass
STU_0983,3.8,52.4,52.8,44.1,37.8,Fail
STU_1229,11.2,94.0,44.9,68.3,67.8,Pass
STU_1000,8.4,82.0,63.5,28.9,64.5,Pass
STU_0175,12.9,72.6,59.4,54.6,58.8,Fail
STU_0782,5.1,65.6,52.7,64.8,68.8,Pass
STU_0590,5.5,67.4,41.9,88.9,57.9,Fail
STU_1560,3.9,57.2,15.8,49.1,53.6,Fail
STU_0019,7.9,60.5,44.3,48.0,39.6,Fail
STU_0424,9.3,56.4,71.9,73.5,70.0,Pass
STU_1344,4.3,34.3,65.6,58.7,58.2,Fail
STU_0286,3.8,41.7,39.4,39.5,50.9,Fail
STU_1584,18.4,80.6,81.4,83.0,79.9,Pass
STU_0429,4.9,56.6,90.1,46.0,55.5,Fail
STU_1510,11.5,65.2,69.4,47.9,46.9,Fail
STU_1319,5.9,58.7,41.9,74.1,51.9,Fail
STU_0670,11.1,94.8,54.0,77.1,72.2,Pass
STU_0032,6.3,76.4,60.4,70.6,62.3,Pass
STU_0941,16.3,90.2,83.3,98.5,84.7,Pass
STU_0723,3.8,59.9,53.0,41.6,70.2,Pass
STU_0995,11.8,79.4,69.1,43.1,62.8,Pass
STU_0215,10.1,60.7,61.2,53.2,70.5,Pass
STU_0814,6.7,79.7,51.8,85.6,65.5,Pass
STU_0327,6.1,47.3,54.6,53.8,53.3,Fail
STU_0561,6.0,58.8,37.4,65.8,45.3,Fail
STU_1113,10.2,63.5,85.7,96.5,64.4,Pass
STU_0701,5.6,82.0,84.1,51.8,59.2,Fail
STU_1579,12.9,76.2,100.0,50.9,66.2,Pass
STU_1190,12.5,95.7,81.7,95.8,78.2,Pass
STU_0342,8.4,73.0,72.0,39.6,61.5,Pass
STU_0630,7.8,63.8,45.7,27.5,41.9,Fail
STU_0148,5.9,63.3,55.9,31.3,54.2,Fail
STU_1310,12.9,68.9,56.7,78.1,61.5,Pass
STU_0361,5.7,61.0,34.5,78.5,51.8,Fail
STU_0084,6.5,76.8,63.9,27.7,61.2,Pass
STU_0049,7.0,63.4,93.3,43.3,61.4,Pass
STU_0469,14.4,100.0,82.1,80.1,68.7,Pass
STU_0156,10.4,78.0,48.4,80.7,39.4,Fail
STU_0773,10.1,78.9,83.4,81.4,75.8,Pass
STU_1240,6.6,76.0,63.0,70.0,57.9,Fail
STU_1201,8.9,47.1,46.6,76.2,45.1,Fail
STU_1403,6.5,41.0,66.6,88.5,56.4,Fail
STU_1203,2.4,52.9,51.0,16.9,72.9,Pass
STU_1631,7.1,61.5,45.3,46.8,59.0,Fail
STU_0501,4.7,75.4,63.7,69.0,68.9,Pass
STU_1765,3.6,60.9,48.0,39.5,63.0,Pass
STU_0180,7.9,85.4,65.8,36.1,59.1,Fail
STU_1048,13.4,48.5,65.5,49.9,61.0,Pass
STU_1756,5.0,55.7,43.7,67.2,53.8,Fail
STU_0951,18.0,92.4,78.5,89.1,62.2,Pass
STU_1317,1.4,61.3,46.2,46.8,40.1,Fail
STU_1620,6.1,59.2,82.2,28.1,55.0,Fail
STU_0529,9.0,69.6,78.9,48.6,66.4,Pass
STU_0347,4.1,61.0,81.6,55.1,56.5,Fail
STU_1388,12.1,63.7,71.7,54.3,68.5,Pass
STU_1961,10.7,70.9,81.0,58.3,81.7,Pass
STU_1051,7.4,44.2,53.9,70.5,56.2,Fail
STU_1973,9.7,61.8,43.8,61.3,60.6,Pass
STU_1442,25.0,100.0,100.0,82.3,44.8,Fail
STU_0602,7.8,68.8,83.6,82.0,72.6,Pass
STU_1282,3.6,52.7,34.5,32.1,46.3,Fail
STU_0244,16.0,83.7,79.6,92.5,67.2,Pass
STU_1337,6.1,70.7,31.2,42.6,56.9,Fail
STU_1068,8.0,95.9,96.1,47.4,83.2,Pass
STU_1476,19.6,82.8,89.4,70.1,84.1,Pass
STU_0313,8.2,63.9,63.4,38.2,66.4,Pass
STU_0436,5.5,73.1,56.7,44.9,62.9,Pass
STU_1899,7.5,70.4,82.5,61.8,54.3,Fail
STU_1329,5.3,76.0,44.6,93.8,60.9,Pass
STU_0309,8.2,87.3,44.4,91.8,61.9,Pass
STU_0431,2.9,51.0,50.7,93.6,52.2,Fail
STU_0661,5.3,69.1,34.4,100.0,64.4,Pass
STU_0371,3.2,71.4,49.8,60.0,54.5,Fail
STU_0567,8.0,81.8,77.5,83.5,70.7,Pass
STU_0980,7.9,55.0,59.6,73.0,61.5,Pass
STU_0182,11.0,70.8,46.1,91.0,51.4,Fail
STU_1363,14.9,90.1,60.3,82.4,70.4,Pass
STU_0622,6.1,51.7,48.8,66.5,47.7,Fail
STU_0819,10.7,75.3,69.2,100.0,72.7,Pass
STU_1193,12.0,83.5,92.2,59.9,44.3,Fail
STU_0953,7.9,57.2,67.0,57.9,49.3,Fail
STU_1422,13.4,81.8,98.0,95.6,72.8,Pass
STU_1841,4.2,51.3,58.3,21.8,48.6,Fail
STU_0923,14.5,72.1,100.0,75.5,64.1,Pass
STU_1074,6.5,62.8,51.6,37.1,56.9,Fail
STU_0297,5.8,63.8,37.9,64.0,58.8,Fail
STU_0967,21.4,100.0,89.3,100.0,83.9,Pass
STU_0462,15.9,94.4,69.8,81.6,73.9,Pass
STU_1303,5.6,54.0,73.3,54.4,61.7,Pass
