Student_ID,Study_Hours_Per_Week,Attendance_Rate,Assignment_Score,Quizzes_Score,Final_Score,Pass_Fail
STU_1177,11.8,67.5,39.4,69.6,70.5,Pass
STU_0378,25.0,100.0,100.0,86.2,49.5,Fail
STU_0799,12.1,71.9,72.1,100.0,61.9,Pass
STU_1103,14.4,84.9,85.7,85.9,69.2,Pass
STU_0106,9.8,87.2,55.0,67.3,62.9,Pass
STU_0127,10.8,89.1,78.7,95.3,76.7,Pass
STU_1996,3.8,64.3,77.0,63.3,65.7,Pass
STU_0839,4.7,66.0,46.2,75.0,53.8,Fail
STU_0356,8.5,42.7,38.6,71.0,66.3,Pass
STU_1617,1.5,82.4,28.9,37.0,58.2,Fail
STU_0683,2.5,54.6,47.2,28.7,37.4,Fail
STU_0813,7.0,73.3,68.5,68.4,65.5,Pass
STU_1681,10.6,60.5,71.0,100.0,70.9,Pass
STU_0210,7.9,72.3,61.2,59.8,60.8,Pass
STU_1493,3.4,46.5,58.1,53.7,59.5,Fail
STU_0141,5.2,48.6,58.7,65.4,50.7,Fail
STU_1975,16.8,84.5,97.5,90.7,62.8,Pass
STU_1340,7.8,72.3,47.9,59.9,59.2,Fail
STU_1798,4.1,60.5,61.1,65.0,55.9,Fail
STU_1575,20.8,100.0,100.0,100.0,36.5,Fail
STU_1182,19.0,100.0,79.8,99.6,89.0,Pass
STU_1394,13.0,93.1,97.0,100.0,77.9,Pass
STU_1816,8.7,73.0,63.9,63.1,54.8,Fail
STU_0712,2.5,46.8,42.8,73.0,53.9,Fail
STU_1794,5.7,56.8,64.7,41.1,77.2,Pass
STU_0893,12.6,67.1,83.1,66.1,71.9,Pass
STU_0860,7.1,68.9,56.2,100.0,53.2,Fail
STU_0011,4.0,64.0,58.5,76.6,57.5,Fail
STU_1695,1.0,64.7,80.9,39.0,48.6,Fail
STU_1428,5.5,57.7,64.7,42.6,51.1,Fail
STU_0283,4.8,45.4,46.0,85.2,61.0,Pass
STU_0811,3.9,72.7,71.1,71.7,52.9,Fail
STU_1342,4.3,59.0,40.4,60.8,43.1,Fail
STU_0292,7.1,65.4,67.4,70.7,67.6,Pass
STU_0755,3.4,81.9,56.3,100.0,54.7,Fail
STU_0627,14.2,86.0,65.0,67.5,64.9,Pass
STU_0944,16.2,100.0,91.0,55.3,70.3,Pass
STU_0862,7.4,86.5,71.4,72.5,64.7,Pass
STU_0130,13.6,100.0,75.6,98.7,67.3,Pass
STU_1176,3.6,63.7,81.1,68.5,66.7,Pass
STU_0324,9.8,77.0,67.8,79.1,66.2,Pass
STU_1091,9.3,83.6,59.5,76.6,67.7,Pass
STU_0844,6.2,38.7,17.7,57.5,60.1,Pass
STU_0964,11.5,88.9,91.4,59.6,57.7,Fail
STU_1865,15.7,100.0,67.2,69.2,59.6,Fail
STU_0866,4.2,64.0,47.8,47.7,57.5,Fail
STU_0922,21.1,100.0,100.0,99.4,78.3,Pass
STU_0696,23.8,100.0,100.0,39.7,82.1,Pass
STU_0216,9.1,74.8,95.0,71.2,61.5,Pass
STU_1781,25.0,100.0,80.7,100.0,73.5,Pass
STU_1262,4.4,66.6,42.9,71.6,48.1,Fail
STU_0159,4.0,33.8,46.4,80.5,51.5,Fail
STU_1059,16.3,74.0,88.7,38.7,83.5,Pass
STU_0989,15.1,73.7,69.2,76.9,74.4,Pass
STU_0842,6.0,59.3,52.8,51.6,48.8,Fail
STU_0635,23.2,100.0,95.5,100.0,75.4,Pass
STU_0517,8.7,71.1,53.0,45.8,57.8,Fail
STU_1429,14.1,60.0,73.9,42.8,56.1,Fail
STU_1748,7.8,63.6,68.1,61.0,61.4,Pass
STU_0598,18.5,100.0,77.0,60.8,97.1,Pass
STU_0196,13.8,70.4,100.0,100.0,73.2,Pass
STU_1784,1.9,41.2,50.4,51.8,34.2,Fail
STU_0870,2.1,39.2,64.6,53.3,59.7,Fail
STU_0411,10.1,95.0,79.5,100.0,75.2,Pass
STU_0097,21.1,100.0,84.5,100.0,80.7,Pass
STU_1001,2.4,50.6,38.8,42.1,42.2,Fail
STU_1506,4.0,80.4,77.1,83.7,59.0,Fail
STU_0157,12.4,69.1,46.2,78.9,70.6,Pass
STU_0420,9.0,64.9,42.2,93.3,57.8,Fail
STU_1803,3.8,51.1,73.8,54.7,49.1,Fail
STU_0478,7.8,62.0,59.3,65.8,60.6,Pass
STU_1856,3.8,52.9,66.5,58.4,57.6,Fail
STU_0669,16.9,82.2,100.0,100.0,83.6,Pass
STU_1418,4.3,45.4,66.1,36.0,47.1,Fail
STU_1872,10.5,73.7,49.7,65.9,61.1,Pass
STU_1300,20.4,100.0,100.0,85.3,76.2,Pass
STU_0448,10.0,86.5,72.0,100.0,65.3,Pass
STU_0554,12.0,99.7,75.9,61.7,71.0,Pass
STU_0179,5.6,52.2,67.2,100.0,63.8,Pass
STU_0391,16.0,96.8,86.9,82.1,72.5,Pass
STU_0579,8.3,67.2,82.0,96.9,71.6,Pass
STU_1478,3.9,57.4,41.6,51.2,56.7,Fail
STU_1707,19.9,100.0,92.6,100.0,41.6,Fail
STU_1288,17.2,80.8,69.6,74.5,56.1,Fail
STU_1645,11.6,66.2,74.4,71.5,68.5,Pass
STU_1024,10.8,52.7,81.7,77.9,76.7,Pass
STU_0821,8.9,78.8,61.3,56.5,66.1,Pass
STU_1825,13.1,73.7,71.3,83.6,73.1,Pass
STU_0985,19.6,100.0,100.0,93.9,76.0,Pass
STU_1339,9.8,69.1,68.3,43.7,63.9,Pass
STU_0665,13.8,87.1,100.0,42.4,83.9,Pass
STU_0143,8.9,82.7,66.3,96.1,57.7,Fail
STU_1517,18.4,100.0,97.6,66.7,82.6,Pass
STU_1430,23.2,100.0,84.0,78.6,79.4,Pass
STU_0865,6.9,81.1,48.2,49.2,67.0,Pass
STU_0422,14.2,93.0,66.9,96.0,75.8,Pass
STU_0637,14.7,70.4,84.9,92.2,75.3,Pass
STU_1407,10.6,68.6,59.9,68.8,62.2,Pass
STU_0800,13.9,67.7,53.9,80.7,58.2,Fail
STU_1404,5.4,71.6,74.8,77.7,63.8,Pass
STU_0616,15.1,76.2,100.0,62.4,74.3,Pass
STU_0295,11.1,55.6,78.4,91.4,58.5,Fail
STU_0924,8.3,83.5,80.8,78.1,68.6,Pass
STU_1269,6.1,75.7,64.6,67.0,66.3,Pass
STU_1903,5.1,57.9,53.9,63.4,69.3,Pass
STU_0089,9.3,74.2,70.6,64.1,59.8,Fail
STU_0042,16.7,84.0,88.1,87.2,92.1,Pass
STU_1802,1.6,27.9,59.6,65.3,40.8,Fail
STU_1934,7.0,59.5,37.7,98.3,41.0,Fail
STU_0132,4.8,60.7,29.1,37.2,54.8,Fail
STU_1002,7.2,55.0,65.2,58.6,58.7,Fail
STU_1158,9.0,69.0,52.7,54.3,60.3,Pass
STU_1095,11.4,96.3,85.8,43.4,72.3,Pass
STU_1855,10.6,66.2,70.3,51.3,60.8,Pass
STU_1345,7.6,87.4,70.5,67.3,64.0,Pass
STU_1499,2.5,56.1,55.0,92.2,59.7,Fail
STU_0165,10.5,91.2,93.4,86.3,64.2,Pass
STU_0725,15.5,94.8,63.6,84.0,66.8,Pass
STU_0291,3.9,41.4,41.0,45.4,43.9,Fail
STU_1209,3.3,64.0,78.6,48.3,42.6,Fail
STU_1589,2.6,41.0,68.7,76.5,52.1,Fail
STU_1897,6.2,36.8,51.6,31.8,44.9,Fail
STU_1642,6.9,78.8,74.2,65.2,66.7,Pass
STU_1362,10.8,82.2,82.3,81.1,82.2,Pass
STU_0779,4.4,54.7,52.4,68.4,48.5,Fail
STU_0840,11.6,68.9,93.8,54.4,65.3,Pass
STU_0349,4.3,75.7,77.5,20.6,62.1,Pass
STU_1945,6.5,82.0,65.3,37.1,64.7,Pass
STU_0572,5.1,63.8,35.3,46.6,60.1,Pass
STU_0918,9.6,78.4,65.1,63.2,73.6,Pass
STU_0977,14.6,96.0,80.3,36.0,78.0,Pass
STU_1914,16.6,97.8,86.3,100.0,81.0,Pass
STU_1469,17.5,100.0,82.4,79.9,71.0,Pass
STU_1592,5.4,63.6,48.4,52.5,57.5,Fail
STU_1318,14.7,97.8,85.4,65.0,58.6,Fail
STU_1845,14.4,87.3,85.9,72.0,63.3,Pass
STU_0137,14.6,79.1,71.4,100.0,73.9,Pass
STU_0459,5.7,72.7,61.3,51.0,64.0,Pass
STU_0376,14.9,96.4,60.6,92.1,68.1,Pass
STU_1343,1.9,68.0,41.9,49.5,72.6,Pass
STU_0334,12.8,84.7,78.1,95.4,74.8,Pass
STU_1160,7.5,55.7,69.6,58.0,51.6,Fail
STU_1761,3.3,34.4,37.7,65.1,46.2,Fail
STU_1458,1.9,67.5,45.2,29.2,58.4,Fail
STU_0817,7.2,66.5,70.8,88.1,52.5,Fail
STU_1115,13.0,90.5,43.7,49.4,59.6,Fail
STU_1006,3.1,31.7,41.0,55.9,62.0,Pass
STU_1857,12.8,91.1,50.0,100.0,76.4,Pass
STU_1955,15.6,100.0,95.0,94.5,46.3,Fail
STU_1851,4.1,64.3,34.3,73.7,59.7,Fail
STU_0911,4.7,35.7,52.8,24.3,53.5,Fail
STU_1930,21.4,100.0,89.7,100.0,82.5,Pass
STU_1126,4.7,66.1,62.7,54.1,51.0,Fail
STU_0329,6.5,65.2,73.5,57.6,70.3,Pass
STU_1248,12.2,81.7,56.6,72.8,61.6,Pass
STU_0319,7.0,83.5,62.6,67.1,69.3,Pass
STU_1690,5.9,49.7,57.1,67.0,55.1,Fail
STU_1359,14.3,76.9,49.7,72.1,66.6,Pass
STU_1733,19.1,100.0,98.9,77.6,78.0,Pass
STU_0168,18.6,72.8,68.7,83.8,81.0,Pass
STU_0013,17.5,84.0,81.3,79.1,55.2,Fail
STU_1927,8.1,84.6,49.6,71.0,64.2,Pass
STU_0172,9.5,73.4,80.8,44.6,62.7,Pass
STU_0650,9.7,70.1,68.8,50.2,59.1,Fail
STU_1062,4.7,58.9,60.2,38.8,52.2,Fail
STU_0261,9.9,73.0,55.0,57.0,49.4,Fail
STU_1367,7.4,72.4,49.2,59.7,60.7,Pass
STU_1549,5.7,70.1,51.0,58.5,51.6,Fail
STU_0902,6.3,65.8,81.1,49.4,60.7,Pass
STU_0673,4.8,74.1,81.1,51.8,53.2,Fail
STU_0259,1.5,67.0,96.7,39.3,59.4,Fail
STU_0845,2.9,59.9,31.9,45.0,43.7,Fail
STU_0868,18.2,98.9,72.5,97.3,72.5,Pass
STU_1800,15.8,71.4,83.9,100.0,54.2,Fail
STU_0139,11.8,85.5,41.0,49.8,66.0,Pass
STU_0894,3.3,61.7,24.8,56.8,73.3,Pass
STU_1838,16.0,97.9,91.6,81.2,78.7,Pass
STU_0550,10.5,80.2,62.3,81.2,51.0,Fail
STU_0320,10.0,58.0,23.1,61.9,60.9,Pass
STU_1527,4.9,60.6,73.8,59.9,68.3,Pass
STU_1806,3.3,60.0,49.8,56.6,36.5,Fail
STU_1178,3.8,62.5,62.4,50.0,62.0,Pass
STU_0559,6.0,69.7,62.2,73.7,59.3,Fail
STU_0140,8.2,83.4,63.9,38.3,61.3,Pass
STU_1735,3.2,71.0,49.6,60.0,60.7,Pass
STU_0532,5.6,51.4,52.6,59.7,45.9,Fail
STU_0225,5.7,53.9,61.6,62.8,57.5,Fail
STU_0724,6.5,45.4,76.8,100.0,60.1,Pass
STU_0787,5.4,75.4,58.4,58.8,56.8,Fail
STU_1718,19.0,100.0,43.4,100.0,69.3,Pass
STU_1008,5.1,64.6,78.7,56.8,58.8,Fail
STU_0410,5.6,60.2,40.9,45.6,53.7,Fail
STU_0326,10.1,65.1,74.0,77.7,66.4,Pass
STU_1766,2.1,69.2,71.9,59.5,65.2,Pass
STU_0300,6.9,65.3,49.7,33.4,53.1,Fail
STU_1263,3.1,26.2,32.7,86.4,76.6,Pass
STU_1946,7.0,70.0,56.5,53.2,56.6,Fail
STU_0026,8.9,76.9,68.9,60.5,51.5,Fail
STU_1859,11.2,61.7,81.0,54.7,65.2,Pass
STU_0715,19.3,86.6,100.0,71.4,91.0,Pass
STU_1010,7.6,84.5,57.2,85.4,72.9,Pass
STU_0194,7.9,65.9,53.9,83.1,64.7,Pass
STU_0441,20.2,100.0,61.9,58.0,41.6,Fail
STU_0574,6.7,72.5,76.0,79.6,66.2,Pass
STU_0947,11.0,86.4,62.5,94.6,58.7,Fail
STU_0998,18.8,100.0,90.4,95.2,73.3,Pass
STU_0504,5.7,81.4,63.9,78.6,52.3,Fail
STU_0606,16.8,63.0,94.1,79.5,74.2,Pass
STU_1717,9.0,69.5,73.5,84.8,53.4,Fail
STU_1164,15.7,86.2,69.7,88.6,86.8,Pass
STU_1787,4.2,65.6,64.4,44.6,50.1,Fail
STU_0847,2.6,49.9,54.2,49.7,47.5,Fail
STU_0004,6.9,74.5,59.8,75.2,56.3,Fail
STU_1287,5.4,56.2,38.0,68.2,70.7,Pass
STU_1223,6.4,75.0,69.3,66.2,64.6,Pass
STU_0468,8.4,73.5,88.7,74.8,70.2,Pass
STU_0322,8.4,62.2,51.0,79.2,67.7,Pass
STU_0006,12.4,63.2,77.5,69.3,77.0,Pass
STU_0223,4.7,49.7,72.4,68.3,50.3,Fail
STU_1375,7.7,67.7,71.5,69.3,55.4,Fail
STU_0548,17.4,88.7,67.4,79.5,72.1,Pass
STU_0229,10.7,72.1,57.8,59.2,67.6,Pass
STU_0040,7.1,77.0,78.7,73.8,74.8,Pass
STU_0543,7.5,65.9,68.0,59.3,70.7,Pass
STU_0243,2.6,54.1,49.2,51.9,42.3,Fail
STU_0899,4.0,65.0,53.5,66.3,55.7,Fail
STU_1134,12.8,88.2,92.5,78.2,62.6,Pass
STU_1449,7.0,93.8,43.2,67.4,70.3,Pass
STU_1869,6.4,58.6,46.7,75.8,63.8,Pass
STU_0843,19.8,78.1,77.9,70.3,75.6,Pass
STU_1419,6.1,77.9,86.8,59.9,58.7,Fail
STU_1654,20.0,89.8,82.8,84.6,78.8,Pass
STU_1970,3.3,70.9,56.4,71.7,43.6,Fail
STU_0662,3.1,57.1,69.3,68.7,53.9,Fail
STU_1211,16.1,65.6,74.5,99.6,61.7,Pass
STU_0315,5.5,83.8,60.2,70.3,47.6,Fail
STU_0692,5.1,67.0,60.0,81.1,60.7,Pass
STU_1504,12.3,72.3,98.2,65.9,72.2,Pass
STU_0425,13.8,72.8,78.8,72.5,59.9,Fail
STU_0595,6.8,56.9,34.8,62.0,58.4,Fail
STU_1964,18.9,100.0,100.0,86.7,80.1,Pass
STU_0623,6.4,63.0,75.7,73.4,54.6,Fail
STU_1171,5.6,56.0,89.4,63.1,64.7,Pass
STU_1044,3.9,53.4,62.0,52.1,53.6,Fail
STU_0228,4.4,39.4,64.0,59.0,56.2,Fail
STU_1118,12.1,78.7,56.1,84.5,67.6,Pass
STU_1332,2.2,71.0,54.2,71.7,48.2,Fail
STU_1316,10.2,71.1,62.1,71.8,69.3,Pass
STU_0067,1.8,56.3,38.5,74.0,42.2,Fail
STU_0025,12.2,78.3,89.3,58.1,68.7,Pass
STU_0145,7.5,44.4,75.4,54.2,67.9,Pass
STU_0537,1.3,57.0,73.9,47.9,51.7,Fail
STU_0812,1.7,65.6,31.4,54.8,36.3,Fail
STU_1467,11.7,64.8,73.0,39.0,63.6,Pass
STU_0086,3.4,68.2,98.6,53.0,60.1,Pass
STU_1661,1.8,64.4,24.2,79.4,60.1,Pass
STU_1646,7.1,64.7,73.4,61.0,66.8,Pass
STU_1805,14.0,86.3,58.6,72.5,73.6,Pass
STU_1818,5.0,62.6,83.4,92.5,65.7,Pass
STU_1577,10.1,84.8,59.7,87.2,75.6,Pass
STU_1145,10.1,62.6,69.8,72.9,55.5,Fail
STU_0363,7.4,74.7,66.6,39.6,70.4,Pass
STU_1612,5.7,75.3,39.4,54.3,59.4,Fail
STU_1866,6.7,53.4,75.4,65.6,54.7,Fail
STU_1027,18.8,97.6,100.0,84.7,80.5,Pass
STU_1031,7.4,68.2,41.9,76.7,67.8,Pass
STU_1304,3.7,44.7,100.0,65.5,57.9,Fail
STU_1356,4.3,52.0,69.9,63.9,59.0,Fail
STU_1731,5.0,60.2,63.4,51.4,55.4,Fail
STU_0666,6.5,53.2,64.2,42.7,55.8,Fail
STU_0365,14.6,100.0,70.6,74.1,67.4,Pass
STU_0078,5.5,48.7,35.7,70.7,56.5,Fail
STU_0028,6.6,75.3,24.9,44.5,57.9,Fail
STU_1437,6.2,92.7,82.1,66.2,68.1,Pass
STU_0526,11.4,60.0,56.4,46.4,63.0,Pass
STU_1835,5.3,74.4,43.7,67.1,77.3,Pass
STU_0056,13.7,83.9,97.7,75.8,62.0,Pass
STU_0639,5.3,85.7,41.0,55.5,50.2,Fail
STU_0303,12.3,89.1,72.1,77.1,75.5,Pass
STU_0719,8.9,64.6,53.5,40.4,61.6,Pass
STU_0625,6.5,75.9,56.0,49.7,54.5,Fail
STU_0008,11.0,91.2,47.3,60.5,67.2,Pass
STU_0804,10.4,86.0,71.6,68.9,83.2,Pass
STU_1050,6.8,52.4,40.5,41.1,50.8,Fail
STU_0337,15.0,84.4,53.4,71.9,66.9,Pass
STU_0048,6.6,69.8,73.0,55.8,55.0,Fail
STU_1764,10.4,80.6,72.8,79.0,72.8,Pass
STU_0107,8.1,80.6,92.3,77.9,65.6,Pass
STU_0350,10.2,59.5,43.6,100.0,64.5,Pass
STU_1080,10.7,96.8,70.6,60.3,72.9,Pass
STU_0239,6.0,50.9,56.8,59.0,53.9,Fail
STU_0214,7.5,49.5,57.3,49.9,58.8,Fail
STU_1776,6.5,55.1,51.6,63.8,53.7,Fail
STU_1139,3.1,60.4,42.6,100.0,56.0,Fail
STU_0794,3.0,59.7,32.9,62.3,64.7,Pass
STU_1587,18.9,100.0,100.0,100.0,86.9,Pass
STU_1583,6.3,69.6,54.6,43.1,58.4,Fail
STU_1672,11.3,100.0,100.0,69.5,71.7,Pass
STU_0524,9.3,63.9,47.3,31.8,70.0,Pass
STU_0233,5.9,60.0,60.2,71.9,57.9,Fail
STU_0645,14.7,79.5,75.7,39.8,59.8,Fail
STU_1508,9.7,70.2,42.3,70.9,67.2,Pass
STU_0534,18.4,94.3,89.4,62.6,72.7,Pass
STU_1942,7.7,67.9,33.3,61.9,55.3,Fail
STU_0604,2.5,59.4,37.3,48.5,51.6,Fail
STU_1330,18.1,90.8,100.0,73.9,73.2,Pass
STU_1075,7.5,61.9,75.7,78.0,64.0,Pass
STU_1305,10.4,69.0,50.3,52.0,55.8,Fail
STU_0061,2.9,66.6,76.9,39.4,57.2,Fail
STU_1264,7.1,98.4,56.2,53.9,75.3,Pass
STU_0093,5.1,49.3,42.3,68.2,47.4,Fail
STU_0667,2.9,60.2,48.5,58.7,45.4,Fail
STU_0281,7.4,70.2,54.0,43.7,62.2,Pass
STU_1114,5.3,45.9,54.2,47.9,57.8,Fail
STU_0360,18.6,100.0,100.0,99.4,71.9,Pass
STU_1129,9.1,100.0,87.1,82.2,72.5,Pass
STU_1170,11.3,93.7,81.8,78.5,68.3,Pass
STU_0848,15.9,98.1,78.5,83.4,75.4,Pass
STU_1522,13.2,83.9,81.6,82.4,61.2,Pass
STU_0111,3.8,70.7,55.9,67.2,64.6,Pass
STU_0043,9.9,81.9,59.0,89.0,83.3,Pass
STU_0126,14.4,60.3,80.8,79.8,67.4,Pass
STU_0205,2.9,60.3,58.7,39.9,58.7,Fail
STU_0053,13.4,77.5,87.5,37.1,60.8,Pass
STU_0546,9.9,89.9,71.7,100.0,71.2,Pass
STU_0069,8.3,70.8,80.7,93.3,75.9,Pass
STU_1741,14.3,91.5,58.9,81.5,67.2,Pass
STU_1548,12.7,82.4,83.0,64.4,65.3,Pass
STU_0184,12.8,75.9,71.9,69.6,72.3,Pass
STU_0138,5.0,69.4,41.2,35.0,49.7,Fail
STU_0900,8.3,63.8,43.4,47.4,67.8,Pass
STU_0797,10.9,70.0,76.8,72.0,45.0,Fail
STU_0133,6.9,79.2,57.8,61.7,59.5,Fail
STU_0081,4.3,59.0,30.6,58.4,46.7,Fail
STU_1987,13.7,72.4,64.5,81.5,65.4,Pass
STU_1541,7.6,70.9,67.3,75.2,54.6,Fail
STU_0542,11.6,98.9,53.9,79.4,62.2,Pass
STU_1669,7.4,63.6,61.6,48.7,52.9,Fail
STU_0984,13.6,80.5,56.8,82.5,66.9,Pass
STU_0166,8.3,65.5,44.5,52.3,59.1,Fail
STU_0249,11.6,93.8,46.4,86.3,73.8,Pass
STU_0447,11.4,68.9,49.5,64.6,58.2,Fail
STU_1515,14.3,88.7,80.6,90.3,38.8,Fail
STU_0859,3.6,48.5,42.3,68.2,51.7,Fail
STU_1212,11.1,86.5,91.3,93.3,85.6,Pass
STU_0098,10.6,66.2,46.5,85.0,70.1,Pass
STU_1974,17.4,93.2,68.4,67.9,67.7,Pass
STU_0738,7.5,81.2,44.5,96.0,58.6,Fail
STU_1256,8.1,68.5,52.0,60.2,62.5,Pass
STU_0103,6.9,73.5,64.4,71.5,62.6,Pass
STU_0435,8.9,50.1,100.0,31.8,70.2,Pass
STU_0075,17.0,97.0,85.3,70.1,80.0,Pass
STU_1792,18.0,88.4,91.7,85.5,78.9,Pass
STU_1235,8.1,60.1,50.6,69.1,52.3,Fail
STU_0919,4.9,70.4,78.3,79.6,68.8,Pass
STU_1712,5.7,67.5,77.2,42.5,51.1,Fail
STU_1671,18.0,75.4,74.9,100.0,72.8,Pass
STU_1621,5.5,51.5,38.6,63.9,56.4,Fail
STU_0763,8.0,45.6,100.0,35.4,58.0,Fail
STU_0990,4.3,82.5,44.9,43.5,53.9,Fail
STU_0389,4.8,68.0,83.6,42.5,68.3,Pass
STU_0236,15.7,91.5,100.0,84.7,36.8,Fail
STU_1507,6.9,65.8,72.3,85.1,65.1,Pass
STU_0268,3.9,58.0,28.8,42.5,43.2,Fail
STU_1188,4.1,69.5,70.0,34.6,58.5,Fail
STU_0118,2.6,60.3,22.5,50.8,46.5,Fail
STU_1607,5.2,40.7,66.6,39.5,46.7,Fail
STU_0674,6.7,63.3,73.2,93.6,67.4,Pass
STU_0250,16.8,96.4,100.0,80.3,85.1,Pass
STU_1453,8.3,76.7,77.9,70.5,59.8,Fail
STU_1995,4.6,81.3,60.1,34.1,43.8,Fail
STU_0095,9.5,76.0,53.4,64.5,76.1,Pass
STU_0034,11.4,82.7,46.2,62.9,67.5,Pass
STU_1464,11.6,83.3,79.4,52.1,66.1,Pass
STU_1668,9.5,60.1,93.4,57.9,66.9,Pass
STU_0449,11.4,84.7,86.1,44.3,53.8,Fail
STU_0717,11.1,62.0,40.0,84.0,59.6,Fail
STU_1810,14.4,94.8,82.2,69.4,66.5,Pass
STU_1518,10.7,79.2,65.3,64.4,48.2,Fail
STU_0001,10.7,91.6,90.8,79.2,61.1,Pass
STU_1376,5.0,66.2,53.8,56.3,64.4,Pass
STU_1102,16.8,86.2,72.7,83.2,70.1,Pass
STU_1109,11.3,84.3,87.9,100.0,85.5,Pass
STU_1227,6.8,70.6,41.4,69.2,58.9,Fail
STU_0083,4.7,74.2,97.1,74.5,58.9,Fail
STU_1289,8.4,55.0,71.7,59.3,54.9,Fail
STU_0677,13.4,82.8,67.5,35.1,64.1,Pass
STU_1921,7.5,65.9,51.3,56.8,60.4,Pass
STU_1047,3.5,50.5,42.4,36.2,50.2,Fail
STU_0771,0.8,59.2,20.7,43.2,37.2,Fail
STU_1947,10.8,75.0,62.7,84.9,73.4,Pass
STU_1281,11.8,81.3,65.6,73.3,66.4,Pass
STU_1581,19.6,89.8,100.0,90.1,75.7,Pass
STU_1489,11.0,78.1,83.6,64.9,67.2,Pass
STU_0405,14.3,62.1,60.1,100.0,69.0,Pass
STU_1728,10.2,72.5,92.4,41.4,62.8,Pass
STU_1299,6.5,57.1,38.2,67.7,53.0,Fail
STU_1341,6.9,51.8,59.2,43.5,44.7,Fail
STU_0105,7.6,83.7,71.3,93.4,86.2,Pass
STU_0689,5.0,55.4,71.0,100.0,60.0,Pass
